peak_index	scan_num	mz	intensity	fwhm	signal_noise
584	6005	584	441.24534	813762	0.0072	8.2
585	6005	585	441.74617	236625	0.0079	2.38
586	6005	586	443.28395	312300	0.007	3.15
587	6005	587	443.76892	269966	0.0066	2.72
588	6005	588	444.25972	226282	0.0062	2.28
589	6005	589	445.26389	612377	0.0063	6.17
590	6005	590	445.29937	401868	0.007	4.05
591	6005	591	445.59811	398918	0.007	4.02
592	6005	592	446.71215	300419	0.0073	3.03
593	6005	593	447.2574	406410	0.0066	4.1
594	6005	594	449.22131	473306	0.0072	4.77
595	6005	595	449.2734	267916	0.007	2.7
596	6005	596	449.47213	220468	0.0068	2.22
597	6005	597	450.23881	525891	0.0073	5.3
598	6005	598	452.2665	373565	0.0075	3.76
599	6005	599	454.87523	206268	0.0067	2.08
600	6005	600	455.20977	265189	0.008	2.67
601	6005	601	457.27115	214752	0.0081	2.16
602	6005	602	458.29502	207671	0.0078	2.09
603	6005	603	459.24133	202291	0.0108	2.04
604	6005	604	460.25088	347303	0.0074	3.5
605	6005	605	463.25253	1262344	0.0074	12.72
606	6005	606	463.82943	2495107	0.0073	25.14
607	6005	607	463.89892	253789	0.0069	2.56
608	6005	608	464.02979	2145946	0.0072	21.62
609	6005	609	464.2299	2231305	0.0075	22.48
610	6005	610	464.28215	1881950	0.0075	18.96
611	6005	611	464.43068	780440	0.008	7.86
612	6005	612	464.77412	221203	0.0102	2.23
613	6005	613	464.78407	443177	0.008	4.47
614	6005	614	464.91245	426199	0.0083	4.29
615	6005	615	465.24643	601093	0.0079	6.06
616	6005	616	465.58118	221092	0.01	2.23
617	6005	617	468.25075	615790	0.0082	6.21
618	6005	618	468.27142	294599	0.0083	2.97
619	6005	619	468.59069	308304	0.0074	3.11
620	6005	620	468.75183	361368	0.0072	3.64
621	6005	621	470.29445	265829	0.0068	2.68
622	6005	622	470.79222	489976	0.0077	4.94
623	6005	623	471.22117	5780097	0.0077	58.24
624	6005	624	472.22436	1386525	0.0075	13.97
625	6005	625	472.26036	225138	0.0126	2.27
626	6005	626	472.30995	395401	0.0082	3.98
627	6005	627	473.29422	250258	0.007	2.52
628	6005	628	474.2685	367889	0.007	3.71
629	6005	629	476.63667	200388	0.0079	2.02
630	6005	630	478.26313	332516	0.0079	3.35
631	6005	631	479.25339	270586	0.008	2.73
632	6005	632	479.27713	323881	0.0092	3.26
633	6005	633	479.61164	323290	0.0074	3.26
634	6005	634	479.75402	198565	0.0071	2
635	6005	635	480.26723	234784	0.0133	2.37
636	6005	636	480.99713	348842	0.0072	3.52
637	6005	637	481.24851	265992	0.0074	2.68
638	6005	638	481.27411	1.308444E+07	0.0079	131.85
639	6005	639	481.49879	330070	0.0081	3.33
640	6005	640	481.77541	6155555	0.0079	62.03
641	6005	641	482.27682	1746590	0.0077	17.6
642	6005	642	485.23438	419887	0.0078	4.23
643	6005	643	485.73535	285020	0.0073	2.87
644	6005	644	487.56741	203905	0.0082	2.05
645	6005	645	487.90122	201355	0.008	2.03
646	6005	646	491.61042	236448	0.0111	2.38
647	6005	647	491.78452	294828	0.0086	2.97
648	6005	648	492.2372	258045	0.0095	2.6
649	6005	649	492.27995	374304	0.0111	3.77
650	6005	650	492.7435	251091	0.0079	2.53
651	6005	651	492.80497	4222743	0.0082	42.55
652	6005	652	493.26213	326345	0.0088	3.29
653	6005	653	493.27481	284803	0.0157	2.87
654	6005	654	493.30656	2023478	0.0083	20.39
655	6005	655	493.80797	498928	0.0082	5.03
656	6005	656	494.23114	214035	0.0074	2.16
657	6005	657	495.92874	586990	0.0081	5.91
658	6005	658	496.26357	548665	0.0088	5.53
659	6005	659	496.59448	221942	0.0099	2.24
660	6005	660	497.9044	239555	0.0083	2.41
661	6005	661	499.28408	531894	0.0083	5.36
662	6005	662	501.28138	1001913	0.0081	10.1
663	6005	663	501.78329	553999	0.0085	5.58
664	6005	664	502.27338	857990	0.0084	8.65
665	6005	665	502.77071	1172868	0.0087	11.82
666	6005	666	503.25788	242858	0.0083	2.45
667	6005	667	503.27313	466027	0.0078	4.7
668	6005	668	503.30492	1310105	0.0083	13.2
669	6005	669	503.80655	1029636	0.0082	10.38
670	6005	670	504.24227	222259	0.008	2.24
671	6005	671	505.79968	217014	0.0079	2.19
672	6005	672	506.26233	201499	0.0061	2.03
673	6005	673	508.77997	634068	0.0087	6.39
674	6005	674	510.52135	265929	0.0088	2.68
675	6005	675	511.24551	255606	0.0151	2.58
676	6005	676	512.34115	213793	0.0088	2.15
677	6005	677	514.77138	545235	0.0092	5.49
678	6005	678	515.27155	203956	0.0102	2.06
679	6005	679	515.81472	529391	0.0088	5.33
680	6005	680	515.94492	415311	0.0086	4.18
681	6005	681	516.28071	462223	0.0093	4.66
682	6005	682	516.31737	291768	0.0085	2.94
683	6005	683	516.33527	238703	0.0081	2.41
684	6005	684	518.25631	230153	0.0095	2.32
685	6005	685	518.29732	326918	0.0074	3.29
686	6005	686	520.51803	319455	0.0086	3.22
687	6005	687	520.95318	430581	0.01	4.34
688	6005	688	521.26899	1358843	0.009	13.69
689	6005	689	521.28658	636894	0.0087	6.42
690	6005	690	521.5366	283955	0.0092	2.86
691	6005	691	521.78783	393241	0.0098	3.96
692	6005	692	521.80764	228337	0.0099	2.3
693	6005	693	522.27115	300483	0.0102	3.03
694	6005	694	524.04212	310514	0.0085	3.13
695	6005	695	524.27467	525468	0.0099	5.3
696	6005	696	524.29371	223847	0.0105	2.26
697	6005	697	524.60915	286593	0.0088	2.89
698	6005	698	525.77055	993418	0.009	10.01
699	6005	699	526.27289	423755	0.0089	4.27
700	6005	700	526.35712	295262	0.0088	2.98
701	6005	701	528.28799	217586	0.0097	2.19
702	6005	702	529.59151	300545	0.0099	3.03
703	6005	703	530.28456	6138894	0.0093	61.86
704	6005	704	530.78596	2288195	0.0091	23.06
705	6005	705	531.28866	421699	0.0104	4.25
706	6005	706	534.26051	262544	0.0097	2.65
707	6005	707	534.51173	364920	0.0089	3.68
708	6005	708	534.52501	346261	0.0087	3.49
709	6005	709	534.77514	631306	0.0099	6.36
710	6005	710	535.26277	606212	0.0119	6.11
711	6005	711	535.28186	228794	0.0151	2.31
712	6005	712	535.60538	212394	0.0103	2.14
713	6005	713	535.7637	295309	0.0083	2.98
714	6005	714	536.28439	207215	0.0096	2.09
715	6005	715	538.80582	259842	0.0097	2.62
716	6005	716	539.31017	274498	0.0122	2.77
717	6005	717	539.79488	522048	0.0099	5.26
718	6005	718	540.24241	353746	0.0094	3.56
719	6005	719	540.29652	236239	0.0103	2.38
720	6005	720	540.96694	903853	0.0096	9.11
721	6005	721	541.30108	560877	0.009	5.65
722	6005	722	542.26263	215155	0.008	2.17
723	6005	723	542.2736	828275	0.0098	8.35
724	6005	724	542.35184	214531	0.0091	2.16
725	6005	725	542.7758	398877	0.0104	4.02
726	6005	726	543.79763	1068679	0.0092	10.77
727	6005	727	544.29861	514885	0.0101	5.19
728	6005	728	544.33143	453908	0.0106	4.57
729	6005	729	544.79976	215269	0.009	2.17
730	6005	730	545.2689	212171	0.0089	2.14
731	6005	731	545.51882	257482	0.0096	2.59
732	6005	732	545.77136	216293	0.011	2.18
733	6005	733	546.76865	351991	0.0107	3.55
734	6005	734	546.83892	481774	0.0096	4.85
735	6005	735	549.31049	216499	0.0102	2.18
736	6005	736	550.01707	941848	0.0091	9.49
737	6005	737	550.26734	527866	0.0092	5.32
738	6005	738	550.51802	330340	0.0096	3.33
739	6005	739	553.29491	212025	0.011	2.14
740	6005	740	554.95027	1236179	0.0094	12.46
741	6005	741	555.27103	244257	0.0085	2.46
742	6005	742	555.28431	909724	0.0102	9.17
743	6005	743	555.34681	581252	0.0103	5.86
744	6005	744	555.52232	361275	0.01	3.64
745	6005	745	555.61915	405540	0.0099	4.09
746	6005	746	556.74528	210253	0.009	2.12
747	6005	747	556.78842	219593	0.0087	2.21
748	6005	748	557.24675	255652	0.0099	2.58
749	6005	749	557.36242	575577	0.0095	5.8
750	6005	750	557.9861	1236698	0.01	12.46
751	6005	751	558.30346	461593	0.0104	4.65
752	6005	752	558.32058	1412482	0.0094	14.23
753	6005	753	558.38227	253979	0.0095	2.56
754	6005	754	558.65456	262304	0.0088	2.64
755	6005	755	559.49531	203731	0.0088	2.05
756	6005	756	559.6948	230157	0.0095	2.32
757	6005	757	559.78123	244972	0.0094	2.47
758	6005	758	560.03235	480304	0.0098	4.84
759	6005	759	560.77313	219533	0.0113	2.21
760	6005	760	560.80099	373136	0.0097	3.76
761	6005	761	561.27594	223061	0.0094	2.25
762	6005	762	561.2972	728971	0.009	7.35
763	6005	763	561.79935	287203	0.0106	2.89
764	6005	764	562.30592	278417	0.0115	2.81
765	6005	765	562.63942	295679	0.0098	2.98
766	6005	766	562.94208	235033	0.0109	2.37
767	6005	767	562.97347	248001	0.0128	2.5
768	6005	768	563.27826	1282829	0.0104	12.93
769	6005	769	563.61131	387574	0.0092	3.91
770	6005	770	564.48753	202139	0.0104	2.04
771	6005	771	565.82098	391948	0.0091	3.95
772	6005	772	566.32452	205283	0.0093	2.07
773	6005	773	570.62431	255917	0.0097	2.58
774	6005	774	571.28736	471860	0.0105	4.75
775	6005	775	571.38872	251587	0.0114	2.54
776	6005	776	571.62142	279024	0.009	2.81
777	6005	777	571.77401	551625	0.0103	5.56
778	6005	778	571.95597	242098	0.0104	2.44
779	6005	779	571.9728	489441	0.0092	4.93
780	6005	780	572.02451	346420	0.0107	3.49
781	6005	781	572.27516	261809	0.0102	2.64
782	6005	782	572.30761	607754	0.0116	6.12
783	6005	783	574.81675	212783	0.0088	2.14
784	6005	784	575.31839	806997	0.0096	8.13
785	6005	785	576.5511	199349	0.009	2.01
786	6005	786	576.79649	1091919	0.0098	11
787	6005	787	577.04682	1281531	0.0105	12.91
788	6005	788	577.29752	811749	0.0107	8.18
789	6005	789	577.54665	239401	0.0089	2.41
790	6005	790	578.33691	548033	0.0108	5.52
791	6005	791	578.77616	273225	0.0102	2.75
792	6005	792	578.83897	331360	0.0102	3.34
793	6005	793	579.0276	464191	0.0113	4.68
794	6005	794	579.27562	317037	0.0096	3.19
795	6005	795	579.53502	3962314	0.0108	39.93
796	6005	796	579.62976	7917912	0.0104	79.79
797	6005	797	579.78555	4416187	0.0105	44.5
798	6005	798	579.96403	6848441	0.0102	69.01
799	6005	799	580.0357	3471577	0.0108	34.98
800	6005	800	580.29721	4740388	0.0107	47.77
801	6005	801	580.53637	497777	0.0099	5.02
802	6005	802	580.63325	904991	0.0111	9.12
803	6005	803	580.78857	393072	0.0099	3.96
804	6005	804	581.26775	249235	0.0101	2.51
805	6005	805	582.81292	624886	0.0104	6.3
806	6005	806	583.31456	421639	0.0104	4.25
807	6005	807	584.64109	324178	0.0096	3.27
808	6005	808	584.97528	211007	0.0132	2.13
809	6005	809	585.3128	207483	0.0161	2.09
810	6005	810	585.33084	571280	0.0105	5.76
811	6005	811	585.98805	296062	0.0099	2.98
812	6005	812	587.31898	1156561	0.0106	11.65
813	6005	813	587.61842	212038	0.0115	2.14
814	6005	814	587.99008	579866	0.0106	5.84
815	6005	815	588.3242	988275	0.0101	9.96
816	6005	816	588.65933	321803	0.0096	3.24
817	6005	817	588.80325	283998	0.0115	2.86
818	6005	818	589.31014	410769	0.0111	4.14
819	6005	819	589.64357	828481	0.0124	8.35
820	6005	820	589.979	279037	0.0122	2.81
821	6005	821	590.31243	228685	0.0117	2.3
822	6005	822	592.31656	433282	0.0104	4.37
823	6005	823	593.32737	304135	0.0102	3.06
824	6005	824	594.56542	255937	0.0115	2.58
825	6005	825	595.32902	239114	0.0117	2.41
826	6005	826	595.544	270791	0.0103	2.73
827	6005	827	597.29817	847212	0.0168	8.54
828	6005	828	597.79872	777624	0.0146	7.84
829	6005	829	597.86066	2844240	0.0107	28.66
830	6005	830	598.36204	1367746	0.0115	13.78
831	6005	831	598.62637	601468	0.0104	6.06
832	6005	832	598.86382	382456	0.0106	3.85
833	6005	833	598.961	823269	0.0105	8.3
834	6005	834	599.29506	457603	0.0118	4.61
835	6005	835	599.32425	1044051	0.011	10.52
836	6005	836	599.37367	261095	0.0094	2.63
837	6005	837	599.63215	1671332	0.0109	16.84
838	6005	838	599.82596	332968	0.0119	3.36
839	6005	839	599.96624	1796087	0.0112	18.1
840	6005	840	600.06091	342660	0.0099	3.45
841	6005	841	600.30082	780206	0.0113	7.86
842	6005	842	600.63529	226522	0.0126	2.28
843	6005	843	600.84735	741155	0.0111	7.47
844	6005	844	601.34967	709816	0.0115	7.15
845	6005	845	601.85064	276056	0.0116	2.78
846	6005	846	606.78343	216291	0.0131	2.18
847	6005	847	607.30495	415606	0.0114	4.19
848	6005	848	607.32741	309917	0.0119	3.12
849	6005	849	607.57713	512589	0.0115	5.17
850	6005	850	607.82958	202435	0.0102	2.04
851	6005	851	609.30105	1112025	0.0111	11.21
852	6005	852	609.35904	375306	0.0113	3.78
853	6005	853	609.69413	281864	0.015	2.84
854	6005	854	609.80411	427265	0.0113	4.31
855	6005	855	610.0022	336526	0.0112	3.39
856	6005	856	610.30505	245897	0.0116	2.48
857	6005	857	610.33588	370051	0.0113	3.73
858	6005	858	610.79272	235007	0.0116	2.37
859	6005	859	610.8086	324126	0.0103	3.27
860	6005	860	611.29512	199329	0.0153	2.01
861	6005	861	612.36894	537387	0.0115	5.42
862	6005	862	613.31513	1050054	0.0115	10.58
863	6005	863	613.64932	868581	0.0108	8.75
864	6005	864	613.98288	390283	0.0107	3.93
865	6005	865	614.31766	211550	0.0089	2.13
866	6005	866	614.81828	1218214	0.0113	12.28
867	6005	867	615.31904	579104	0.0112	5.84
868	6005	868	618.95047	227553	0.0102	2.29
869	6005	869	619.28609	332264	0.0112	3.35
870	6005	870	619.64644	1987297	0.0116	20.03
871	6005	871	619.78658	244499	0.0119	2.46
872	6005	872	619.98088	1511410	0.011	15.23
873	6005	873	620.31611	716534	0.0114	7.22
874	6005	874	620.65007	318169	0.0114	3.21
875	6005	875	621.33134	883980	0.0119	8.91
876	6005	876	621.35859	247302	0.0107	2.49
877	6005	877	621.83128	337416	0.0131	3.4
878	6005	878	622.30883	216339	0.0113	2.18
879	6005	879	622.33398	287101	0.0129	2.89
880	6005	880	622.50984	351663	0.0114	3.54
881	6005	881	622.83741	1219229	0.0117	12.29
882	6005	882	622.9623	232399	0.0125	2.34
883	6005	883	623.33796	718395	0.0115	7.24
884	6005	884	623.82014	315750	0.0119	3.18
885	6005	885	624.32403	309536	0.0131	3.12
886	6005	886	625.88091	292123	0.0099	2.94
887	6005	887	628.86117	2276629	0.012	22.94
888	6005	888	629.36286	1056265	0.0118	10.64
889	6005	889	629.86484	369927	0.0112	3.73
890	6005	890	631.31768	263736	0.0129	2.66
891	6005	891	634.65173	938076	0.0118	9.45
892	6005	892	634.66647	222156	0.0214	2.24
893	6005	893	634.9863	792027	0.0127	7.98
894	6005	894	635.00159	410127	0.0307	4.13
895	6005	895	635.32034	318430	0.0111	3.21
896	6005	896	635.37682	441035	0.0121	4.44
897	6005	897	635.81583	755482	0.0118	7.61
898	6005	898	635.87876	293921	0.012	2.96
899	6005	899	636.81495	208709	0.0101	2.1
900	6005	900	637.82096	4750353	0.0124	47.87
901	6005	901	638.01121	341076	0.0115	3.44
902	6005	902	638.32241	2831192	0.0116	28.53
903	6005	903	638.82443	957441	0.0112	9.65
904	6005	904	639.56425	294699	0.0133	2.97
905	6005	905	639.8221	9063344	0.0118	91.33
906	6005	906	640.32343	5662635	0.0122	57.06
907	6005	907	640.67392	528994	0.0119	5.33
908	6005	908	640.82484	1940064	0.012	19.55
909	6005	909	640.99362	1075987	0.0131	10.84
910	6005	910	641.32819	2459809	0.012	24.79
911	6005	911	641.35694	358037	0.0129	3.61
912	6005	912	641.38401	296655	0.012	2.99
913	6005	913	641.66297	768751	0.0123	7.75
914	6005	914	641.99545	318822	0.0107	3.21
915	6005	915	642.38769	247331	0.0133	2.49
916	6005	916	644.29095	2930165	0.0123	29.53
917	6005	917	644.79278	2081556	0.0121	20.98
918	6005	918	645.29168	601321	0.0138	6.06
919	6005	919	645.35962	310869	0.0117	3.13
920	6005	920	645.66148	389038	0.0111	3.92
921	6005	921	645.70477	200836	0.0127	2.02
922	6005	922	645.99644	213625	0.0117	2.15
923	6005	923	646.33207	203670	0.0209	2.05
924	6005	924	646.82562	291698	0.0126	2.94
925	6005	925	646.85166	209514	0.0134	2.11
926	6005	926	649.35319	293816	0.0144	2.96
927	6005	927	650.86327	226759	0.0134	2.28
928	6005	928	651.36518	269465	0.0125	2.72
929	6005	929	655.71208	266644	0.0125	2.69
930	6005	930	656.07874	228542	0.014	2.3
931	6005	931	660.34406	4719197	0.013	47.55
932	6005	932	660.84587	2738804	0.0128	27.6
933	6005	933	661.34713	972176	0.012	9.8
934	6005	934	661.84808	271458	0.0132	2.74
935	6005	935	662.395	1005883	0.0126	10.14
936	6005	936	663.39862	309323	0.0121	3.12
937	6005	937	664.35597	455204	0.014	4.59
938	6005	938	664.85855	411522	0.0129	4.15
939	6005	939	665.29291	512403	0.0127	5.16
940	6005	940	665.35942	333807	0.0176	3.36
941	6005	941	667.39182	277543	0.0127	2.8
942	6005	942	668.83769	231462	0.0137	2.33
943	6005	943	669.36734	200548	0.0148	2.02
944	6005	944	669.84097	205413	0.0141	2.07
945	6005	945	671.58102	298562	0.0125	3.01
946	6005	946	671.8258	306864	0.011	3.09
947	6005	947	672.08353	260707	0.0135	2.63
948	6005	948	672.32584	225611	0.0125	2.27
949	6005	949	674.06545	228671	0.0117	2.3
950	6005	950	674.366	1159767	0.0123	11.69
951	6005	951	674.81891	254779	0.0161	2.57
952	6005	952	674.8661	1155166	0.0149	11.64
953	6005	953	675.35703	380112	0.0621	3.83
954	6005	954	675.36627	392138	0.012	3.95
955	6005	955	677.35775	253161	0.0127	2.55
956	6005	956	678.34244	371929	0.0139	3.75
957	6005	957	678.84272	244815	0.0135	2.47
958	6005	958	679.03396	217697	0.0146	2.19
959	6005	959	679.36661	298159	0.0113	3
960	6005	960	679.70135	228405	0.0109	2.3
961	6005	961	680.02582	530331	0.0132	5.34
962	6005	962	680.35828	795812	0.0144	8.02
963	6005	963	681.35308	733365	0.014	7.39
964	6005	964	681.81093	278477	0.0226	2.81
965	6005	965	681.8273	404289	0.0293	4.07
966	6005	966	681.85337	354947	0.0141	3.58
967	6005	967	682.85912	642108	0.014	6.47
968	6005	968	683.36028	419691	0.0137	4.23
969	6005	969	686.34681	693280	0.0134	6.99
970	6005	970	686.36555	228196	0.0163	2.3
971	6005	971	686.5988	476113	0.0124	4.8
972	6005	972	686.84819	562846	0.013	5.67
973	6005	973	687.40054	994578	0.0132	10.02
974	6005	974	688.40354	252002	0.0126	2.54
975	6005	975	688.82467	272334	0.0166	2.74
976	6005	976	688.88215	441430	0.0155	4.45
977	6005	977	690.72019	495645	0.0131	4.99
978	6005	978	691.05418	700765	0.014	7.06
979	6005	979	691.34842	1505670	0.0133	15.17
980	6005	980	691.38864	286806	0.0129	2.89
981	6005	981	691.84963	960809	0.0142	9.68
982	6005	982	692.35034	390102	0.0151	3.93
983	6005	983	692.36632	343611	0.0155	3.46
984	6005	984	692.69824	215127	0.0143	2.17
985	6005	985	693.02136	204698	0.0168	2.06
986	6005	986	693.35351	352988	0.0163	3.56
987	6005	987	694.71286	264941	0.0149	2.67
988	6005	988	695.33736	325599	0.0148	3.28
989	6005	989	696.38989	274213	0.015	2.76
990	6005	990	696.86305	246481	0.018	2.48
991	6005	991	696.89233	204092	0.0132	2.06
992	6005	992	698.38778	325819	0.0133	3.28
993	6005	993	698.83493	302869	0.0194	3.05
994	6005	994	699.05665	244666	0.0127	2.47
995	6005	995	700.43203	211575	0.0138	2.13
996	6005	996	701.37906	386906	0.0155	3.9
997	6005	997	702.38473	247584	0.0266	2.49
998	6005	998	702.39325	214238	0.0123	2.16
999	6005	999	704.37136	236955	0.0291	2.39
1000	6005	1000	704.6067	741808	0.0146	7.48
1001	6005	1001	704.85828	976827	0.0145	9.84
1002	6005	1002	705.10821	1154866	0.0146	11.64
1003	6005	1003	705.33098	470552	0.0139	4.74
1004	6005	1004	705.3594	484479	0.0138	4.88
1005	6005	1005	705.60932	302763	0.0145	3.05
1006	6005	1006	706.41024	461344	0.0139	4.65
1007	6005	1007	706.67411	245583	0.013	2.47
1008	6005	1008	707.00855	336797	0.0134	3.39
1009	6005	1009	707.36881	1020974	0.0136	10.29
1010	6005	1010	707.39763	1927814	0.0147	19.43
1011	6005	1011	707.89961	995673	0.0141	10.03
1012	6005	1012	708.24858	312550	0.0126	3.15
1013	6005	1013	708.35498	385302	0.0232	3.88
1014	6005	1014	708.36937	412044	0.0284	4.15
1015	6005	1015	708.40037	456482	0.0139	4.6
1016	6005	1016	708.99577	223189	0.0123	2.25
1017	6005	1017	709.33039	281605	0.0134	2.84
1018	6005	1018	709.66421	258629	0.013	2.61
1019	6005	1019	711.37392	219927	0.0272	2.22
1020	6005	1020	712.36283	286187	0.013	2.88
1021	6005	1021	714.87384	817494	0.0145	8.24
1022	6005	1022	715.3616	300775	0.0102	3.03
1023	6005	1023	715.37659	643391	0.0118	6.48
1024	6005	1024	715.86841	234557	0.0217	2.36
1025	6005	1025	716.38022	368899	0.1387	3.72
1026	6005	1026	716.39359	487576	0.028	4.91
1027	6005	1027	716.41389	227168	0.0228	2.29
1028	6005	1028	716.81406	229911	0.0231	2.32
1029	6005	1029	716.8966	345538	0.0136	3.48
1030	6005	1030	717.39604	299769	0.0181	3.02
1031	6005	1031	717.87938	789294	0.0146	7.95
1032	6005	1032	718.38053	571850	0.0143	5.76
1033	6005	1033	718.88434	239003	0.0132	2.41
1034	6005	1034	719.69673	1115760	0.0144	11.24
1035	6005	1035	720.03127	633768	0.0146	6.39
1036	6005	1036	720.3667	651414	0.0139	6.56
1037	6005	1037	720.7001	271907	0.0142	2.74
1038	6005	1038	721.34646	436117	0.0132	4.39
1039	6005	1039	723.72714	220493	0.0148	2.22
1040	6005	1040	724.06189	301329	0.0135	3.04
1041	6005	1041	726.68747	240853	0.0128	2.43
1042	6005	1042	727.37691	2418848	0.0147	24.37
1043	6005	1043	727.87822	1636891	0.0144	16.49
1044	6005	1044	728.37954	492304	0.0156	4.96
1045	6005	1045	728.68296	477089	0.0148	4.81
1046	6005	1046	729.01798	443115	0.0165	4.47
1047	6005	1047	729.35063	309769	0.0137	3.12
1048	6005	1048	729.44693	5398613	0.0145	54.4
1049	6005	1049	730.45052	1583307	0.0144	15.95
1050	6005	1050	730.84765	202198	0.0129	2.04
1051	6005	1051	731.45385	275637	0.0153	2.78
1052	6005	1052	733.35716	321628	0.0139	3.24
1053	6005	1053	735.85814	237640	0.0121	2.39
1054	6005	1054	736.33109	214681	0.0152	2.16
1055	6005	1055	736.36031	332937	0.0145	3.35
1056	6005	1056	737.37894	905004	0.0154	9.12
1057	6005	1057	738.38314	221382	0.013	2.23
1058	6005	1058	739.37611	1163276	0.0148	11.72
1059	6005	1059	739.87847	804040	0.0159	8.1
1060	6005	1060	740.02736	430221	0.015	4.34
1061	6005	1061	740.35837	1303533	0.0153	13.14
1062	6005	1062	740.38056	354814	0.0173	3.58
1063	6005	1063	741.36205	321860	0.0148	3.24
1064	6005	1064	742.44239	1039633	0.0152	10.48
1065	6005	1065	743.38934	362789	0.016	3.66
1066	6005	1066	743.42549	210254	0.0159	2.12
1067	6005	1067	743.44683	325752	0.0146	3.28
1068	6005	1068	743.70179	287603	0.0177	2.9
1069	6005	1069	743.8918	297745	0.0178	3
1070	6005	1070	743.91092	274045	0.017	2.76
1071	6005	1071	744.03441	505437	0.0161	5.09
1072	6005	1072	744.36777	246315	0.0145	2.48
1073	6005	1073	745.40598	1074115	0.015	10.82
1074	6005	1074	746.04142	435432	0.0154	4.39
1075	6005	1075	746.37656	397392	0.0275	4
1076	6005	1076	746.39026	242857	0.0148	2.45
1077	6005	1077	746.40737	258706	0.0184	2.61
1078	6005	1078	746.70853	479522	0.0152	4.83
1079	6005	1079	746.87333	2445993	0.0152	24.65
1080	6005	1080	747.34518	287561	0.0223	2.9
1081	6005	1081	747.37508	1931732	0.0158	19.47
1082	6005	1082	747.69913	232038	0.0189	2.34
1083	6005	1083	747.87687	873734	0.0154	8.8
1084	6005	1084	747.90686	479335	0.0147	4.83
1085	6005	1085	748.34076	204973	0.0151	2.07
1086	6005	1086	748.38532	394179	0.0128	3.97
1087	6005	1087	748.40668	240509	0.0193	2.42
1088	6005	1088	748.42165	433097	0.0151	4.36
1089	6005	1089	750.36276	325213	0.014	3.28
1090	6005	1090	750.66705	2455804	0.0155	24.75
1091	6005	1091	751.0016	3017622	0.0154	30.41
1092	6005	1092	751.33582	1289708	0.0153	13
1093	6005	1093	751.67034	707562	0.0145	7.13
1094	6005	1094	752.0033	259505	0.0182	2.61
1095	6005	1095	753.8637	494173	0.0151	4.98
1096	6005	1096	754.37393	3266908	0.0148	32.92
1097	6005	1097	755.37662	1118242	0.015	11.27
1098	6005	1098	755.83394	374010	0.0154	3.77
1099	6005	1099	756.37863	339520	0.0156	3.42
1100	6005	1100	758.34106	754847	0.0152	7.61
1101	6005	1101	758.84228	375622	0.0158	3.79
1102	6005	1102	759.30899	481723	0.016	4.85
1103	6005	1103	760.8454	283959	0.0146	2.86
1104	6005	1104	761.34687	243199	0.0142	2.45
1105	6005	1105	761.84836	205735	0.0167	2.07
1106	6005	1106	762.02985	511466	0.0156	5.15
1107	6005	1107	762.36565	560595	0.0175	5.65
1108	6005	1108	762.69911	665676	0.0155	6.71
1109	6005	1109	763.03546	269813	0.015	2.72
1110	6005	1110	765.79594	465550	0.0152	4.69
1111	6005	1111	766.29689	221116	0.0168	2.23
1112	6005	1112	767.34853	395983	0.0162	3.99
1113	6005	1113	767.68266	250744	0.0128	2.53
1114	6005	1114	767.8439	1106943	0.0161	11.15
1115	6005	1115	768.10832	246797	0.0139	2.49
1116	6005	1116	768.34476	704567	0.0154	7.1
1117	6005	1117	768.72606	570485	0.0148	5.75
1118	6005	1118	768.84421	381903	0.02	3.85
1119	6005	1119	769.06024	1116065	0.0163	11.25
1120	6005	1120	769.39447	720611	0.0167	7.26
1121	6005	1121	769.72861	278634	0.0169	2.81
1122	6005	1122	770.06376	313738	0.016	3.16
1123	6005	1123	770.32733	500692	0.0153	5.05
1124	6005	1124	770.46253	1719886	0.0161	17.33
1125	6005	1125	770.66192	602643	0.0148	6.07
1126	6005	1126	770.99638	556483	0.0165	5.61
1127	6005	1127	771.33084	211333	0.0168	2.13
1128	6005	1128	771.36652	1143662	0.0168	11.52
1129	6005	1129	771.46652	424918	0.0144	4.28
1130	6005	1130	771.69965	1051463	0.0163	10.6
1131	6005	1131	772.03379	1047152	0.016	10.55
1132	6005	1132	772.3614	238503	0.0129	2.4
1133	6005	1133	772.37838	1262732	0.015	12.72
1134	6005	1134	772.71287	1535176	0.0155	15.47
1135	6005	1135	773.04619	1066816	0.0158	10.75
1136	6005	1136	773.38187	639425	0.0172	6.44
1137	6005	1137	773.41369	275587	0.0181	2.78
1138	6005	1138	774.88452	240636	0.0171	2.42
1139	6005	1139	776.41505	1358685	0.0165	13.69
1140	6005	1140	776.95269	1747853	0.0158	17.61
1141	6005	1141	777.4201	434696	0.0142	4.38
1142	6005	1142	777.45396	1139740	0.0166	11.48
1143	6005	1143	777.95531	582023	0.0157	5.86
1144	6005	1144	780.90073	1078713	0.0167	10.87
1145	6005	1145	781.40226	679803	0.0169	6.85
1146	6005	1146	781.90297	252240	0.023	2.54
1147	6005	1147	785.47234	434368	0.0169	4.38
1148	6005	1148	785.90856	344798	0.0147	3.47
1149	6005	1149	786.41116	358995	0.0172	3.62
1150	6005	1150	788.3922	304450	0.0274	3.07
1151	6005	1151	789.46824	474376	0.016	4.78
